Title                                                           02.11.2020 09:39
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  ^&164-Gd
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
          20543          20543        276.089        275.000        3.70889
          20544          20544        276.085        275.000        3.70882
          20545          20545        276.090        275.000        3.70875
          20546          20546        276.085        275.000        3.70869
          20547          20547        276.091        275.000        3.70864
          20548          20548        276.090        275.000        3.70859
          20549          20549        276.089        275.000        3.70857
          20550          20550        276.093        275.000        3.70855
          20551          20551        276.089        275.000        3.70854
          20552          20552        276.093        275.000        3.70853
          20553          20553        276.096        275.000        3.70854
          20554          20554        276.095        275.000        3.70855
          20555          20555        276.091        275.000        3.70855
          20556          20556        276.092        275.000        3.70856
          20557          20557        276.092        275.000        3.70858
          20558          20558        276.095        275.000         3.7086
          20559          20559        276.092        275.000        3.70863
          20560          20560        276.094        275.000        3.70865
          20561          20561        276.097        275.000        3.70868
          20562          20562        276.096        275.000        3.70872
          20563          20563        276.091        275.000        3.70876
          20564          20564        276.085        275.000        3.70878
          20565          20565        276.092        275.000        3.70881
          20566          20566        276.091        275.000        3.70883
          20567          20567        276.092        275.000        3.70886
          20568          20568        276.088        275.000        3.70888
          20569          20569        276.093        275.000        3.70889
          20570          20570        276.090        275.000        3.70888
          20571          20571        276.094        275.000        3.70885
          20572          20572        276.096        275.000        3.70881
          20573          20573        276.089        275.000        3.70877
          20574          20574        276.089        275.000        3.70868
          20575          20575        276.091        275.000        3.70863
          20576          20576        276.096        275.000        3.70859
          20577          20577        276.093        275.000        3.70855
          20578          20578        276.090        275.000        3.70855
          20579          20579        276.089        275.000        3.70855
          20580          20580        276.090        275.000        3.70856
          20581          20581        276.082        275.000        3.70857
          20582          20582        276.087        275.000        3.70861
          20583          20583        276.091        275.000        3.70863
          20584          20584        276.085        275.000        3.70864
          20585          20585        276.084        275.000        3.70865
          20586          20586        276.085        275.000        3.70863
          20587          20587        276.093        275.000        3.70861
          20588          20588        276.088        275.000        3.70859
          20589          20589        276.090        275.000        3.70857
          20590          20590        276.083        275.000        3.70852
          20591          20591        276.088        275.000        3.70849
          20592          20592        276.093        275.000        3.70845
          20593          20593        276.088        275.000        3.70842
          20594          20594        276.083        275.000        3.70839
          20595          20595        276.081        275.000        3.70837
          20596          20596        276.084        275.000        3.70836
          20597          20597        276.090        275.000        3.70835
          20598          20598        276.082        275.000        3.70838
          20599          20599        276.083        275.000         3.7084
          20600          20600        276.089        275.000        3.70844
          20601          20601        276.082        275.000        3.70847
          20602          20602        276.078        275.000        3.70854
          20603          20603        276.082        275.000        3.70858
          20604          20604        276.085        275.000        3.70862
          20605          20605        276.092        275.000        3.70864
          20606          20606        276.082        275.000        3.70864
          20607          20607        276.087        275.000        3.70863
          20608          20608        276.087        275.000        3.70862
          20609          20609        276.083        275.000        3.70861
          20610          20610        276.086        275.000        3.70856
          20611          20611        276.086        275.000        3.70854
          20612          20612        276.083        275.000        3.70853
          20613          20613        276.082        275.000        3.70852
          20614          20614        276.088        275.000        3.70852
          20615          20615        276.082        275.000        3.70855
          20616          20616        276.083        275.000        3.70857
          20617          20617        276.092        275.000        3.70859
          20618          20618        276.095        275.000        3.70861
          20619          20619        276.087        275.000        3.70863
          20620          20620        276.085        275.000        3.70864
          20621          20621        276.081        275.000        3.70864
          20622          20622        276.080        275.000        3.70863
          20623          20623        276.080        275.000        3.70859
          20624          20624        276.083        275.000        3.70855
          20625          20625        276.086        275.000        3.70852
          20626          20626        276.088        275.000        3.70848
          20627          20627        276.087        275.000        3.70843
          20628          20628        276.080        275.000        3.70839
          20629          20629        276.086        275.000        3.70835
          20630          20630        276.080        275.000        3.70832
          20631          20631        276.079        275.000        3.70829
          20632          20632        276.083        275.000        3.70826
          20633          20633        276.086        275.000        3.70824
          20634          20634        276.087        275.000        3.70823
          20635          20635        276.083        275.000        3.70824
          20636          20636        276.081        275.000        3.70826
          20637          20637        276.084        275.000        3.70828
          20638          20638        276.090        275.000        3.70831
          20639          20639        276.087        275.000        3.70838
          20640          20640        276.086        275.000        3.70843
          20641          20641        276.082        275.000        3.70847
          20642          20642        276.083        275.000        3.70852
          20643          20643        276.084        275.000        3.70855
          20644          20644        276.084        275.000        3.70858
          20645          20645        276.084        275.000        3.70859
          20646          20646        276.085        275.000         3.7086
          20647          20647        276.090        275.000        3.70857
          20648          20648        276.086        275.000        3.70856
          20649          20649        276.082        275.000        3.70855
          20650          20650        276.082        275.000        3.70854
          20651          20651        276.080        275.000        3.70852
          20652          20652        276.085        275.000        3.70851
          20653          20653        276.083        275.000        3.70851
          20654          20654        276.083        275.000         3.7085
          20655          20655        276.086        275.000         3.7085
          20656          20656        276.082        275.000         3.7085
          20657          20657        276.078        275.000         3.7085
          20658          20658        276.083        275.000        3.70849
          20659          20659        276.078        275.000        3.70848
          20660          20660        276.081        275.000        3.70847
          20661          20661        276.081        275.000        3.70846
          20662          20662        276.085        275.000        3.70845
          20663          20663        276.082        275.000        3.70842
          20664          20664        276.084        275.000        3.70841
          20665          20665        276.080        275.000        3.70839
          20666          20666        276.086        275.000        3.70837
          20667          20667        276.080        275.000        3.70836
          20668          20668        276.078        275.000        3.70835
          20669          20669        276.083        275.000        3.70834
          20670          20670        276.080        275.000        3.70834
          20671          20671        276.078        275.000        3.70834
          20672          20672        276.079        275.000        3.70835
          20673          20673        276.090        275.000        3.70837
          20674          20674        276.091        275.000        3.70839
          20675          20675        276.084        275.000        3.70844
          20676          20676        276.085        275.000        3.70849
          20677          20677        276.088        275.000        3.70854
          20678          20678        276.092        275.000         3.7086
          20679          20679        276.092        275.000        3.70866
          20680          20680        276.086        275.000        3.70871
          20681          20681        276.084        275.000        3.70873
          20682          20682        276.098        275.000        3.70875
          20683          20683        276.094        275.000        3.70871
          20684          20684        276.093        275.000        3.70868
          20685          20685        276.095        275.000        3.70863
          20686          20686        276.087        275.000        3.70857
          20687          20687        276.088        275.000        3.70847
          20688          20688        276.082        275.000         3.7084
          20689          20689        276.086        275.000        3.70834
          20690          20690        276.091        275.000        3.70829
          20691          20691        276.097        275.000        3.70826
          20692          20692        276.080        275.000        3.70824
          20693          20693        276.082        275.000        3.70822
          20694          20694        276.082        275.000        3.70822
          20695          20695        276.089        275.000        3.70825
          20696          20696        276.085        275.000        3.70827
          20697          20697        276.087        275.000         3.7083
          20698          20698        276.091        275.000        3.70832
          20699          20699        276.086        275.000        3.70836
          20700          20700        276.092        275.000        3.70839
          20701          20701        276.087        275.000        3.70841
          20702          20702        276.090        275.000        3.70843
          20703          20703        276.088        275.000        3.70843
          20704          20704        276.088        275.000        3.70843
          20705          20705        276.094        275.000        3.70842
          20706          20706        276.093        275.000         3.7084
          20707          20707        276.086        275.000        3.70835
          20708          20708        276.094        275.000        3.70832
          20709          20709        276.084        275.000        3.70828
          20710          20710        276.084        275.000        3.70825
          20711          20711        276.092        275.000         3.7082
          20712          20712        276.094        275.000        3.70815
          20713          20713        276.092        275.000        3.70808
          20714          20714        276.091        275.000        3.70801
          20715          20715        276.096        275.000        3.70793
          20716          20716        276.098        275.000        3.70786
          20717          20717        276.085        275.000        3.70781
          20718          20718        276.091        275.000        3.70778
          20719          20719        276.097        275.000         3.7078
          20720          20720        276.094        275.000        3.70784
          20721          20721        276.086        275.000        3.70792
          20722          20722        276.090        275.000        3.70801
          20723          20723        276.094        275.000        3.70821
          20724          20724        276.091        275.000        3.70835
          20725          20725        276.094        275.000        3.70848
          20726          20726        276.098        275.000         3.7086
          20727          20727        276.095        275.000        3.70871
          20728          20728        276.092        275.000        3.70879
          20729          20729        276.095        275.000        3.70886
          20730          20730        276.095        275.000        3.70891
          20731          20731        276.088        275.000        3.70888
          20732          20732        276.082        275.000        3.70887
          20733          20733        276.091        275.000        3.70885
          20734          20734        276.092        275.000        3.70881
          20735          20735        276.088        275.000        3.70872
          20736          20736        276.087        275.000        3.70866
          20737          20737        276.097        275.000        3.70859
          20738          20738        276.102        275.000        3.70851
          20739          20739        276.092        275.000        3.70843
          20740          20740        276.088        275.000        3.70837
          20741          20741        276.093        275.000        3.70831
          20742          20742        276.092        275.000        3.70826
          20743          20743        276.088        275.000        3.70824
          20744          20744        276.093        275.000        3.70823
          20745          20745        276.092        275.000        3.70823
          20746          20746        276.098        275.000        3.70825
          20747          20747        276.093        275.000        3.70827
          20748          20748        276.095        275.000        3.70835
          20749          20749        276.098        275.000        3.70841
          20750          20750        276.100        275.000        3.70847
          20751          20751        276.096        275.000        3.70853
          20752          20752        276.098        275.000        3.70861
          20753          20753        276.094        275.000        3.70866
          20754          20754        276.089        275.000         3.7087
          20755          20755        276.089        275.000        3.70873
          20756          20756        276.090        275.000        3.70872
          20757          20757        276.092        275.000        3.70871
          20758          20758        276.092        275.000        3.70869
          20759          20759        276.091        275.000        3.70867
          20760          20760        276.092        275.000        3.70861
          20761          20761        276.098        275.000        3.70857
          20762          20762        276.091        275.000        3.70852
          20763          20763        276.098        275.000        3.70848
          20764          20764        276.091        275.000        3.70843
          20765          20765        276.099        275.000        3.70838
          20766          20766        276.099        275.000        3.70834
          20767          20767        276.103        275.000        3.70829
          20768          20768        276.097        275.000        3.70826
          20769          20769        276.098        275.000        3.70823
          20770          20770        276.098        275.000        3.70822
          20771          20771        276.095        275.000        3.70822
          20772          20772        276.091        275.000        3.70825
          20773          20773        276.092        275.000        3.70826
          20774          20774        276.088        275.000        3.70826
          20775          20775        276.086        275.000        3.70826
          20776          20776        276.079        275.000        3.70826
          20777          20777        276.088        275.000        3.70825
          20778          20778        276.087        275.000        3.70825
          20779          20779        276.088        275.000        3.70824
          20780          20780        276.092        275.000        3.70824
          20781          20781        276.092        275.000        3.70824
          20782          20782        276.088        275.000        3.70826
          20783          20783        276.088        275.000        3.70829
          20784          20784        276.090        275.000        3.70834
          20785          20785        276.090        275.000        3.70838
          20786          20786        276.080        275.000        3.70842
          20787          20787        276.083        275.000        3.70846
          20788          20788        276.083        275.000        3.70848
          20789          20789        276.080        275.000        3.70849
          20790          20790        276.087        275.000        3.70849
          20791          20791        276.087        275.000        3.70847
          20792          20792        276.088        275.000        3.70842
          20793          20793        276.083        275.000        3.70837
          20794          20794        276.089        275.000        3.70833
          20795          20795        276.083        275.000        3.70829
          20796          20796        276.084        275.000        3.70823
          20797          20797        276.087        275.000        3.70818
          20798          20798        276.087        275.000        3.70814
          20799          20799        276.088        275.000        3.70811
          20800          20800        276.087        275.000        3.70809
          20801          20801        276.082        275.000        3.70809
          20802          20802        276.088        275.000         3.7081
          20803          20803        276.088        275.000        3.70811
          20804          20804        276.085        275.000        3.70816
          20805          20805        276.087        275.000         3.7082
          20806          20806        276.086        275.000        3.70824
          20807          20807        276.086        275.000        3.70827
          20808          20808        276.092        275.000        3.70831
          20809          20809        276.093        275.000        3.70835
          20810          20810        276.088        275.000        3.70838
          20811          20811        276.086        275.000        3.70841
          20812          20812        276.087        275.000        3.70842
          20813          20813        276.090        275.000        3.70843
          20814          20814        276.091        275.000        3.70844
          20815          20815        276.096        275.000        3.70845
          20816          20816        276.092        275.000        3.70844
          20817          20817        276.093        275.000        3.70842
          20818          20818        276.094        275.000        3.70841
          20819          20819        276.092        275.000        3.70839
          20820          20820        276.088        275.000        3.70836
          20821          20821        276.087        275.000        3.70834
          20822          20822        276.095        275.000        3.70832
          20823          20823        276.091        275.000         3.7083
          20824          20824        276.092        275.000        3.70828
          20825          20825        276.094        275.000        3.70826
          20826          20826        276.089        275.000        3.70823
          20827          20827        276.088        275.000        3.70821
          20828          20828        276.091        275.000        3.70818
          20829          20829        276.090        275.000        3.70815
          20830          20830        276.095        275.000        3.70812
          20831          20831        276.092        275.000        3.70809
          20832          20832        276.092        275.000        3.70805
          20833          20833        276.094        275.000        3.70803
          20834          20834        276.091        275.000        3.70801
          20835          20835        276.091        275.000        3.70801
          20836          20836        276.091        275.000        3.70803
          20837          20837        276.097        275.000        3.70806
          20838          20838        276.089        275.000        3.70809
          20839          20839        276.091        275.000        3.70812
          20840          20840        276.097        275.000        3.70818
          20841          20841        276.094        275.000        3.70822
          20842          20842        276.094        275.000        3.70824
          20843          20843        276.088        275.000        3.70826
          20844          20844        276.088        275.000        3.70824
          20845          20845        276.094        275.000        3.70822
          20846          20846        276.092        275.000         3.7082
          20847          20847        276.091        275.000        3.70818
          20848          20848        276.090        275.000        3.70814
          20849          20849        276.090        275.000        3.70812
          20850          20850        276.088        275.000        3.70811
          20851          20851        276.092        275.000        3.70811
          20852          20852        276.093        275.000        3.70814
          20853          20853        276.085        275.000        3.70816
          20854          20854        276.086        275.000        3.70819
          20855          20855        276.084        275.000        3.70822
          20856          20856        276.085        275.000        3.70826
          20857          20857        276.091        275.000        3.70829
          20858          20858        276.091        275.000        3.70832
          20859          20859        276.091        275.000        3.70835
          20860          20860        276.092        275.000        3.70837
          20861          20861        276.098        275.000        3.70839
          20862          20862        276.091        275.000        3.70841
          20863          20863        276.094        275.000        3.70842
          20864          20864        276.091        275.000        3.70842
          20865          20865        276.083        275.000        3.70842
          20866          20866        276.092        275.000        3.70842
          20867          20867        276.091        275.000        3.70841
          20868          20868        276.091        275.000        3.70839
          20869          20869        276.089        275.000        3.70837
          20870          20870        276.091        275.000        3.70836
          20871          20871        276.089        275.000        3.70835
          20872          20872        276.096        275.000        3.70834
          20873          20873        276.095        275.000        3.70833
          20874          20874        276.095        275.000        3.70832
          20875          20875        276.095        275.000         3.7083
          20876          20876        276.093        275.000        3.70828
          20877          20877        276.090        275.000        3.70826
          20878          20878        276.092        275.000        3.70823
          20879          20879        276.092        275.000        3.70819
          20880          20880        276.088        275.000        3.70814
          20881          20881        276.088        275.000        3.70808
          20882          20882        276.095        275.000        3.70802
          20883          20883        276.098        275.000        3.70797
          20884          20884        276.093        275.000        3.70792
          20885          20885        276.091        275.000        3.70788
          20886          20886        276.092        275.000        3.70784
          20887          20887        276.092        275.000         3.7078
          20888          20888        276.089        275.000        3.70777
          20889          20889        276.091        275.000        3.70776
          20890          20890        276.087        275.000        3.70775
          20891          20891        276.088        275.000        3.70774
          20892          20892        276.098        275.000        3.70773
          20893          20893        276.097        275.000        3.70775
          20894          20894        276.098        275.000        3.70775
          20895          20895        276.097        275.000        3.70776
          20896          20896        276.092        275.000        3.70778
          20897          20897        276.091        275.000        3.70781
          20898          20898        276.097        275.000        3.70785
          20899          20899        276.089        275.000         3.7079
          20900          20900        276.095        275.000        3.70796
          20901          20901        276.090        275.000        3.70805
          20902          20902        276.089        275.000        3.70811
          20903          20903        276.089        275.000        3.70818
          20904          20904        276.094        275.000        3.70823
          20905          20905        276.092        275.000        3.70828
          20906          20906        276.097        275.000         3.7083
          20907          20907        276.098        275.000        3.70832
          20908          20908        276.094        275.000        3.70833
          20909          20909        276.089        275.000        3.70833
          20910          20910        276.090        275.000        3.70829
          20911          20911        276.090        275.000        3.70826
          20912          20912        276.090        275.000        3.70823
          20913          20913        276.093        275.000         3.7082
          20914          20914        276.094        275.000        3.70817
          20915          20915        276.099        275.000        3.70814
          20916          20916        276.097        275.000        3.70812
          20917          20917        276.086        275.000        3.70809
          20918          20918        276.085        275.000        3.70808
          20919          20919        276.092        275.000        3.70806
          20920          20920        276.088        275.000        3.70803
          20921          20921        276.085        275.000        3.70799
          20922          20922        276.091        275.000        3.70795
          20923          20923        276.099        275.000        3.70792
          20924          20924        276.099        275.000        3.70788
          20925          20925        276.093        275.000        3.70785
          20926          20926        276.092        275.000        3.70782
          20927          20927        276.090        275.000         3.7078
          20928          20928        276.092        275.000        3.70778
          20929          20929        276.089        275.000        3.70776
          20930          20930        276.088        275.000        3.70777
          20931          20931        276.089        275.000        3.70777
          20932          20932        276.090        275.000        3.70778
          20933          20933        276.092        275.000        3.70778
          20934          20934        276.085        275.000         3.7078
          20935          20935        276.094        275.000        3.70782
          20936          20936        276.085        275.000        3.70783
          20937          20937        276.086        275.000        3.70784
          20938          20938        276.090        275.000        3.70785
          20939          20939        276.094        275.000        3.70787
          20940          20940        276.086        275.000        3.70787
          20941          20941        276.096        275.000        3.70788
          20942          20942        276.091        275.000        3.70789
          20943          20943        276.092        275.000        3.70789
          20944          20944        276.092        275.000        3.70789
          20945          20945        276.086        275.000         3.7079
          20946          20946        276.090        275.000        3.70789
          20947          20947        276.092        275.000        3.70788
          20948          20948        276.092        275.000        3.70786
          20949          20949        276.092        275.000        3.70784
          20950          20950        276.098        275.000         3.7078
          20951          20951        276.097        275.000        3.70776
          20952          20952        276.102        275.000        3.70772
          20953          20953        276.094        275.000        3.70769
          20954          20954        276.090        275.000        3.70766
          20955          20955        276.093        275.000        3.70764
          20956          20956        276.097        275.000        3.70764
          20957          20957        276.095        275.000        3.70765
          20958          20958        276.087        275.000         3.7077
          20959          20959        276.088        275.000        3.70775
          20960          20960        276.090        275.000         3.7078
          20961          20961        276.097        275.000        3.70785
          20962          20962        276.094        275.000        3.70792
          20963          20963        276.092        275.000        3.70797
          20964          20964        276.086        275.000        3.70801
          20965          20965        276.094        275.000        3.70803
          20966          20966        276.092        275.000        3.70802
          20967          20967        276.089        275.000        3.70801
          20968          20968        276.091        275.000        3.70799
          20969          20969        276.099        275.000        3.70796
          20970          20970        276.096        275.000         3.7079
          20971          20971        276.091        275.000        3.70787
          20972          20972        276.090        275.000        3.70785
          20973          20973        276.093        275.000        3.70783
          20974          20974        276.087        275.000        3.70784
          20975          20975        276.090        275.000        3.70785
          20976          20976        276.095        275.000        3.70786
          20977          20977        276.100        275.000        3.70788
          20978          20978        276.100        275.000        3.70793
          20979          20979        276.094        275.000        3.70797
          20980          20980        276.086        275.000          3.708
          20981          20981        276.092        275.000        3.70802
          20982          20982        276.088        275.000        3.70803
          20983          20983        276.091        275.000        3.70803
          20984          20984        276.087        275.000        3.70802
          20985          20985        276.081        275.000        3.70799
          20986          20986        276.092        275.000        3.70797
          20987          20987        276.096        275.000         3.7079
          20988          20988        276.089        275.000        3.70785
          20989          20989        276.090        275.000        3.70779
          20990          20990        276.095        275.000        3.70774
          20991          20991        276.092        275.000        3.70769
          20992          20992        276.096        275.000        3.70765
          20993          20993        276.090        275.000        3.70762
          20994          20994        276.093        275.000         3.7076
          20995          20995        276.101        275.000         3.7076
          20996          20996        276.094        275.000        3.70761
          20997          20997        276.089        275.000        3.70762
          20998          20998        276.091        275.000        3.70764
          20999          20999        276.091        275.000        3.70769
          21000          21000        276.092        275.000        3.70773
          21001          21001        276.095        275.000        3.70776
          21002          21002        276.089        275.000         3.7078
          21003          21003        276.091        275.000        3.70783
          21004          21004        276.090        275.000        3.70786
          21005          21005        276.094        275.000        3.70787
          21006          21006        276.092        275.000        3.70789
          21007          21007        276.094        275.000        3.70789
          21008          21008        276.094        275.000         3.7079
          21009          21009        276.097        275.000        3.70792
          21010          21010        276.095        275.000        3.70793
          21011          21011        276.097        275.000        3.70794
          21012          21012        276.093        275.000        3.70794
          21013          21013        276.099        275.000        3.70793
          21014          21014        276.096        275.000        3.70791
          21015          21015        276.091        275.000        3.70789
          21016          21016        276.095        275.000        3.70784
          21017          21017        276.089        275.000         3.7078
          21018          21018        276.090        275.000        3.70777
          21019          21019        276.089        275.000        3.70774
          21020          21020        276.091        275.000        3.70771
          21021          21021        276.089        275.000        3.70768
          21022          21022        276.089        275.000        3.70766
          21023          21023        276.093        275.000        3.70764
          21024          21024        276.095        275.000        3.70762
          21025          21025        276.089        275.000        3.70759
          21026          21026        276.095        275.000        3.70757
          21027          21027        276.092        275.000        3.70754
          21028          21028        276.089        275.000        3.70751
          21029          21029        276.087        275.000        3.70749
          21030          21030        276.086        275.000        3.70748
          21031          21031        276.094        275.000        3.70747
          21032          21032        276.096        275.000        3.70748
          21033          21033        276.095        275.000         3.7075
          21034          21034        276.088        275.000        3.70752
          21035          21035        276.094        275.000        3.70755
          21036          21036        276.090        275.000        3.70761
          21037          21037        276.092        275.000        3.70766
          21038          21038        276.090        275.000        3.70771
          21039          21039        276.088        275.000        3.70776
          21040          21040        276.095        275.000         3.7078
          21041          21041        276.092        275.000        3.70784
          21042          21042        276.089        275.000        3.70786
          21043          21043        276.088        275.000        3.70788
          21044          21044        276.090        275.000        3.70787
          21045          21045        276.088        275.000        3.70786
          21046          21046        276.094        275.000        3.70785
          21047          21047        276.090        275.000        3.70784
          21048          21048        276.095        275.000        3.70779
          21049          21049        276.091        275.000        3.70775
          21050          21050        276.090        275.000        3.70772
          21051          21051        276.095        275.000        3.70768
          21052          21052        276.101        275.000        3.70764
          21053          21053        276.095        275.000        3.70761
          21054          21054        276.096        275.000        3.70758
          21055          21055        276.090        275.000        3.70755
          21056          21056        276.095        275.000        3.70752
          21057          21057        276.093        275.000        3.70749
          21058          21058        276.099        275.000        3.70746
          21059          21059        276.092        275.000        3.70743
          21060          21060        276.087        275.000         3.7074
          21061          21061        276.094        275.000        3.70738
          21062          21062        276.098        275.000        3.70738
          21063          21063        276.092        275.000        3.70738
          21064          21064        276.093        275.000         3.7074
          21065          21065        276.097        275.000        3.70742
          21066          21066        276.098        275.000        3.70745
          21067          21067        276.096        275.000        3.70747
          21068          21068        276.098        275.000        3.70751
          21069          21069        276.098        275.000        3.70753
          21070          21070        276.093        275.000        3.70754
          21071          21071        276.093        275.000        3.70755
          21072          21072        276.095        275.000        3.70752
          21073          21073        276.096        275.000        3.70751
          21074          21074        276.101        275.000        3.70749
          21075          21075        276.098        275.000        3.70748
          21076          21076        276.103        275.000        3.70746
          21077          21077        276.093        275.000        3.70745
          21078          21078        276.102        275.000        3.70745
          21079          21079        276.099        275.000        3.70746
          21080          21080        276.095        275.000        3.70749
          21081          21081        276.092        275.000        3.70752
          21082          21082        276.099        275.000        3.70755
          21083          21083        276.099        275.000        3.70759
          21084          21084        276.097        275.000        3.70764
          21085          21085        276.099        275.000        3.70768
          21086          21086        276.094        275.000        3.70772
          21087          21087        276.097        275.000        3.70774
          21088          21088        276.090        275.000        3.70776
          21089          21089        276.092        275.000        3.70777
          21090          21090        276.098        275.000        3.70777
          21091          21091        276.093        275.000        3.70777
          21092          21092        276.091        275.000        3.70774
          21093          21093        276.093        275.000        3.70773
          21094          21094        276.097        275.000        3.70772
          21095          21095        276.090        275.000        3.70771
          21096          21096        276.090        275.000         3.7077
          21097          21097        276.093        275.000         3.7077
          21098          21098        276.096        275.000        3.70769
          21099          21099        276.095        275.000        3.70768
          21100          21100        276.095        275.000        3.70768
          21101          21101        276.092        275.000        3.70766
          21102          21102        276.091        275.000        3.70764
          21103          21103        276.095        275.000        3.70761
          21104          21104        276.097        275.000        3.70756
          21105          21105        276.094        275.000        3.70751
          21106          21106        276.091        275.000        3.70747
          21107          21107        276.101        275.000        3.70743
          21108          21108        276.095        275.000         3.7074
          21109          21109        276.090        275.000        3.70737
          21110          21110        276.089        275.000        3.70735
          21111          21111        276.087        275.000        3.70733
          21112          21112        276.085        275.000        3.70732
          21113          21113        276.084        275.000        3.70731
          21114          21114        276.086        275.000         3.7073
          21115          21115        276.087        275.000        3.70728
          21116          21116        276.090        275.000        3.70726
          21117          21117        276.081        275.000        3.70724
          21118          21118        276.084        275.000        3.70722
          21119          21119        276.086        275.000         3.7072
          21120          21120        276.084        275.000        3.70719
          21121          21121        276.083        275.000         3.7072
          21122          21122        276.084        275.000        3.70722
          21123          21123        276.085        275.000        3.70724
          21124          21124        276.089        275.000        3.70727
          21125          21125        276.095        275.000        3.70734
          21126          21126        276.096        275.000        3.70738
          21127          21127        276.093        275.000        3.70742
